Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Immediate_Cause_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S002095    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Dimecres,2023,4,April,12,17,Afternoon,Not respecting distances,434020.31,4583616.44,2.209567765,41.399533898,2023-04-12 17:00:00
2023S003144    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Saturday,2023,5,May,27,5,Night,Lack of driving attention,434731.89,4584332.53,2.218002296,41.406041674,2023-05-27 05:00:00
2023S004148    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat,Saturday,2023,7,July,8,20,Afternoon,Lack of driving attention,434745.03,4584723.59,2.218117298,41.40956493,2023-07-08 20:00:00
2023S004334    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat,Dimarts,2023,7,July,18,12,Morning,Lack of driving attention,434694.17,4584722.6,2.217508933,41.40955188,2023-07-18 12:00:00
2023S005216    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral,Saturday,2023,9,September,2,9,Morning,Lack of driving attention,434085.6,4583651.37,2.210344946,41.399853862,2023-09-02 09:00:00
2023S001565    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària,Saturday,2023,3,March,18,13,Morning,Not respecting distances,434371.96,4583978.79,2.213734829,41.402826298,2023-03-18 13:00:00
2023S000502    ,Sant Martí,el Parc i la Llacuna del Poblenou,Sardenya,Thursday,2023,1,January,26,9,Morning,Altres,432255.89,4582767.37,2.188557249,41.391739749,2023-01-26 09:00:00
2023S005039    ,Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz,Dimecres,2023,8,August,23,16,Afternoon,Lack of driving attention,432278.76,4584102.02,2.188681418,41.403762501,2023-08-23 16:00:00
2023S002409    ,Ciutat Vella,el Raval,Litoral (Llobregat),Dimarts,2023,4,April,25,14,Afternoon,Lack of driving attention,431323.44,4580839.66,2.177623493,41.374298274,2023-04-25 14:00:00
2023S000108    ,Ciutat Vella,el Raval,Drassanes,Saturday,2023,1,January,7,0,Night,Canvi de carril sense precaució,431213.91,4580892.22,2.176307867,41.374762308,2023-01-07 00:00:00
2023S005567    ,Ciutat Vella,el Raval,Sant Pau,Thursday,2023,9,September,21,0,Night,Lack of driving attention,430580.82,4581033.6,2.168721718,41.375981285,2023-09-21 00:00:00
2023S002384    ,Sant Martí,el Parc i la Llacuna del Poblenou,C-31,Dilluns,2023,4,April,24,17,Afternoon,Lack of driving attention,432172.41,4584181.5,2.187400294,41.404469384,2023-04-24 17:00:00
2023S005015    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar,Dimarts,2023,8,August,22,19,Afternoon,Not respecting distances,434403.02,4584111.59,2.214091981,41.404024934,2023-08-22 19:00:00
2023S005840    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar,Dimecres,2023,10,October,4,7,Morning,No determinada,434442.84,4584162.4,2.214562827,41.404485818,2023-10-04 07:00:00
2023S000955    ,Ciutat Vella,el Raval,Aurora,Thursday,2023,2,February,16,6,Morning,No cedir la dreta,430509.14,4581315.0,2.167832333,41.378509583,2023-02-16 06:00:00
2023S002910    ,Ciutat Vella,el Raval,Rambla,Dimarts,2023,5,May,16,11,Morning,Not respecting pedestrian crossing,431144.57,4581298.5,2.175432578,41.378415629,2023-05-16 11:00:00
2023S005996    ,Ciutat Vella,el Raval,Paral·lel,Dilluns,2023,10,October,9,18,Afternoon,Altres,430668.81,4580921.38,2.169786689,41.374978141,2023-10-09 18:00:00
2023S005551    ,Ciutat Vella,el Raval,Paral·lel,Dimecres,2023,9,September,20,12,Morning,Ignoring traffic light,430686.86,4580920.06,2.170002667,41.374967808,2023-09-20 12:00:00
2023S006054    ,Ciutat Vella,el Raval,Paral·lel,Dimarts,2023,11,November,14,10,Morning,No determinada,430652.62,4588427.59,2.168732433,41.442582651,2023-11-14 10:00:00
2023S006052    ,Ciutat Vella,el Raval,Paral·lel,Thursday,2023,10,October,12,6,Morning,Lack of driving attention,430497.04,4580920.96,2.167732853,41.374959533,2023-10-12 06:00:00
2023S004061    ,Ciutat Vella,el Raval,Paral·lel,Dimecres,2023,7,July,5,11,Morning,Gir indegut o sense precaució,430497.04,4580920.96,2.167732853,41.374959533,2023-07-05 11:00:00
2023S007613    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Friday,2023,12,December,22,15,Afternoon,Desobeir altres senyals,432985.66,4583007.18,2.197258985,41.393960831,2023-12-22 15:00:00
2023S001911    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Dilluns,2023,4,April,3,18,Afternoon,Lack of driving attention,433340.44,4582687.96,2.201537576,41.391115195,2023-04-03 18:00:00
2023S005915    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,2023,10,October,6,15,Afternoon,Altres,432888.89,4582323.45,2.196177347,41.38779457,2023-10-06 15:00:00
2023S006493    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Thursday,2023,11,November,2,20,Afternoon,No determinada,432888.89,4582323.45,2.196177347,41.38779457,2023-11-02 20:00:00
2023S001897    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Besòs),Dilluns,2023,4,April,3,8,Morning,No determinada,432888.89,4582323.45,2.196177347,41.38779457,2023-04-03 08:00:00
2023S005928    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Saturday,2023,10,October,7,1,Night,Canvi de carril sense precaució,431106.57,4581001.17,2.175011996,41.375734404,2023-10-07 01:00:00
2023S001447    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Diumenge,2023,3,March,12,15,Afternoon,Gir indegut o sense precaució,432869.81,4582348.98,2.195946327,41.38802292,2023-03-12 15:00:00
2023S002982    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Friday,2023,5,May,19,16,Afternoon,Not respecting distances,432899.2,4582415.5,2.196290448,41.388624503,2023-05-19 16:00:00
2023S003350    ,Sant Martí,la Vila Olímpica del Poblenou,B-10 (Llobregat),Dimarts,2023,6,June,6,7,Morning,Canvi de carril sense precaució,432533.5,4582010.13,2.191961937,41.384942829,2023-06-06 07:00:00
2023S004100    ,Ciutat Vella,el Raval,Litoral (Llobregat),Friday,2023,7,July,7,2,Night,Not respecting distances,431323.52,4580839.71,2.177624444,41.374298731,2023-07-07 02:00:00
2023S004541    ,Ciutat Vella,el Barri Gòtic,Laietana,Dimecres,2023,7,July,26,19,Afternoon,Lack of driving attention,431586.95,4581732.67,2.180673445,41.382363837,2023-07-26 19:00:00
2023S003295    ,Ciutat Vella,el Barri Gòtic,Laietana,Friday,2023,6,June,2,15,Afternoon,Manca precaució efectuar marxa enrera,431544.51,4581775.84,2.180161044,41.382749046,2023-06-02 15:00:00
2023S004853    ,Ciutat Vella,el Barri Gòtic,Portaferrissa,Friday,2023,8,August,11,12,Morning,Lack of driving attention,430838.81,4581811.79,2.171717742,41.383012447,2023-08-11 12:00:00
2023S006591    ,Sant Martí,la Vila Olímpica del Poblenou,Arquitecte Sert,Dimarts,2023,11,November,7,11,Morning,No determinada,433218.09,4582540.82,2.200090474,41.389779785,2023-11-07 11:00:00
2023S001732    ,Ciutat Vella,el Barri Gòtic,Rambla,Diumenge,2023,3,March,26,0,Night,Not respecting pedestrian crossing,431203.78,4581278.74,2.176142845,41.378242723,2023-03-26 00:00:00
2023S003237    ,Ciutat Vella,el Barri Gòtic,Canuda,Dimarts,2023,5,May,30,14,Afternoon,Altres,430813.87,4581993.58,2.171398723,41.384647631,2023-05-30 14:00:00
2023S007596    ,Ciutat Vella,el Barri Gòtic,Sant Jaume,Thursday,2023,12,December,21,20,Afternoon,Lack of driving attention,431292.97,4581751.42,2.177155741,41.382507647,2023-12-21 20:00:00
2023S001442    ,Ciutat Vella,el Raval,Sant Antoni,Saturday,2023,3,March,11,2,Night,Manca precaució incorporació circulació,430169.68,4581702.2,2.163728493,41.381967571,2023-03-11 02:00:00
2023S007376    ,Ciutat Vella,el Barri Gòtic,Portal de la Pau,Dimarts,2023,12,December,12,14,Afternoon,Lack of driving attention,431278.34,4581044.28,2.177061018,41.37613738,2023-12-12 14:00:00
2023S004909    ,Ciutat Vella,el Barri Gòtic,Rambla,Dimarts,2023,8,August,15,2,Night,Lack of driving attention,431177.31,4581360.83,2.175816995,41.37897982,2023-08-15 02:00:00
2023S003681    ,Ciutat Vella,el Raval,Pelai,Dilluns,2023,6,June,19,16,Afternoon,Unknown,430704.97,4582088.39,2.170085544,41.385492178,2023-06-19 16:00:00
2023S006626    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau,Dimecres,2023,11,November,8,16,Afternoon,Altres,431803.6,4581754.35,2.183261829,41.382577507,2023-11-08 16:00:00
2023S005104    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Doctor Aiguader,Diumenge,2023,8,August,27,10,Morning,Lack of driving attention,432004.03,4581708.23,2.185663873,41.382179091,2023-08-27 10:00:00
2023S003358    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Doctor Aiguader,Saturday,2023,5,May,13,20,Afternoon,Lack of driving attention,431977.61,4581755.1,2.185342663,41.382599002,2023-05-13 20:00:00
2023S005717    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Doctor Aiguader,Thursday,2023,9,September,28,14,Afternoon,Not respecting distances,432169.83,4581741.29,2.187642898,41.382490857,2023-09-28 14:00:00
2023S001880    ,Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona,Diumenge,2023,4,April,2,6,Morning,Unknown,432202.43,4581246.44,2.188088141,41.378036616,2023-04-02 06:00:00
2023S001460    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades,Dilluns,2023,3,March,13,12,Morning,Lack of driving attention,431791.37,4582425.96,2.18303992,41.38862548,2023-03-13 12:00:00
2023S001833    ,Ciutat Vella,el Barri Gòtic,Ample,Thursday,2023,3,March,30,17,Afternoon,Not respecting distances,431582.16,4581606.15,2.180630457,41.381223898,2023-03-30 17:00:00
2023S006499    ,Ciutat Vella,la Barceloneta,Marítim de la Barceloneta,Friday,2023,11,November,3,9,Morning,No determinada,432534.07,4581338.0,2.19204363,41.378889165,2023-11-03 09:00:00
2023S005371    ,Ciutat Vella,el Barri Gòtic,Laietana,Dilluns,2023,9,September,11,4,Night,Not respecting distances,431111.28,4582218.3,2.174929873,41.386697156,2023-09-11 04:00:00
2023S006679    ,Ciutat Vella,el Barri Gòtic,Laietana,Friday,2023,11,November,10,14,Afternoon,No determinada,430990.82,4582372.89,2.173471631,41.388079172,2023-11-10 14:00:00
2023S004849    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Marquès de l'Argentera,Friday,2023,8,August,11,3,Night,Altres,431967.06,4581961.65,2.185193295,41.384458451,2023-08-11 03:00:00
2023S002561    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Dimarts,2023,5,May,2,5,Night,Altres,431740.53,4582375.11,2.182437621,41.388163173,2023-05-02 05:00:00
2023S002859    ,Ciutat Vella,la Barceloneta,Marítim de la Barceloneta,Saturday,2023,5,May,13,13,Morning,Lack of driving attention,432803.97,4581839.64,2.195215428,41.383429917,2023-05-13 13:00:00
2023S006362    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Friday,2023,10,October,27,18,Afternoon,Altres,431869.11,4582242.95,2.183990263,41.386983751,2023-10-27 18:00:00
2023S004283    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Friday,2023,7,July,14,19,Afternoon,Gir indegut o sense precaució,431742.93,4581619.47,2.182551501,41.381357531,2023-07-14 19:00:00
2023S000868    ,Ciutat Vella,la Barceloneta,Pau Vila,Diumenge,2023,2,February,12,18,Afternoon,No determinada,432011.36,4581589.21,2.18576489,41.381107728,2023-02-12 18:00:00
2023S001235    ,Ciutat Vella,la Barceloneta,Sant Elm,Thursday,2023,3,March,2,21,Afternoon,No determinada,432260.48,4581237.71,2.188783268,41.377962879,2023-03-02 21:00:00
2023S001709    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Friday,2023,3,March,24,14,Afternoon,Desobeir altres senyals,432487.96,4581946.87,2.191424374,41.384369239,2023-03-24 14:00:00
2023S005298    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Thursday,2023,9,September,7,10,Morning,Lack of driving attention,432275.46,4581857.73,2.188893064,41.383548507,2023-09-07 10:00:00
2023S006712    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Urquinaona,Diumenge,2023,11,November,12,12,Morning,Desobeir altres senyals,431013.3,4582469.71,2.17372945,41.388953131,2023-11-12 12:00:00
2023S000142    ,Eixample,Sant Antoni,Rocafort,Dilluns,2023,1,January,9,10,Morning,Lack of driving attention,429460.63,4581243.7,2.155302769,41.377776122,2023-01-09 10:00:00
2023S006298    ,Eixample,Sant Antoni,Entença,Dimecres,2023,10,October,25,12,Morning,Altres,429285.49,4581216.87,2.153211639,41.377519093,2023-10-25 12:00:00
2023S003905    ,Eixample,Sant Antoni,Corts Catalanes,Thursday,2023,6,June,29,6,Morning,Ignoring traffic light,429260.06,4581256.4,2.152902942,41.37787289,2023-06-29 06:00:00
2023S002655    ,Eixample,Sant Antoni,Floridablanca,Friday,2023,5,May,5,9,Morning,Lack of driving attention,429362.65,4580936.13,2.154167022,41.374997338,2023-05-05 09:00:00
2023S007392    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Dimecres,2023,12,December,13,20,Afternoon,No determinada,431737.4,4582344.86,2.182403598,41.387890454,2023-12-13 20:00:00
2023S005069    ,Eixample,Sant Antoni,Sepúlveda,Friday,2023,8,August,25,12,Morning,Not respecting distances,429204.19,4581008.92,2.152263789,41.375639002,2023-08-25 12:00:00
2023S006624    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Trafalgar,Dimecres,2023,11,November,8,16,Afternoon,Altres,431169.92,4582480.3,2.175601383,41.389061937,2023-11-08 16:00:00
2023S002199    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Portal Nou,Dilluns,2023,4,April,17,14,Afternoon,Ignoring traffic light,431622.78,4582547.76,2.181009874,41.389708177,2023-04-17 14:00:00
2023S003583    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades,Friday,2023,6,June,16,13,Morning,Ignoring traffic light,431920.94,4582550.26,2.184575563,41.389756,2023-06-16 13:00:00
2023S001190    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Lluís Companys,Dimarts,2023,2,February,28,17,Afternoon,Not respecting distances,431734.23,4582471.91,2.18235136,41.389034489,2023-02-28 17:00:00
2023S004303    ,Eixample,Sant Antoni,Corts Catalanes,Diumenge,2023,7,July,16,17,Afternoon,Altres,429046.52,4581010.9,2.150378258,41.375642941,2023-07-16 17:00:00
2023S007006    ,Eixample,Sant Antoni,Corts Catalanes,Saturday,2023,11,November,25,14,Afternoon,Altres,429069.79,4581070.36,2.150649542,41.376180531,2023-11-25 14:00:00
2023S002931    ,Eixample,Sant Antoni,Floridablanca,Dimecres,2023,5,May,17,12,Morning,Lack of driving attention,429648.92,4581242.11,2.157554461,41.377778295,2023-05-17 12:00:00
2023S006857    ,Eixample,Sant Antoni,Sepúlveda,Saturday,2023,11,November,18,21,Afternoon,No determinada,429629.64,4581394.65,2.157306196,41.379150488,2023-11-18 21:00:00
2023S001817    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Thursday,2023,3,March,30,9,Morning,Lack of driving attention,429303.99,4581772.08,2.153368051,41.382521313,2023-03-30 09:00:00
2023S006779    ,Eixample,la Nova Esquerra de l'Eixample,Llança,Dimecres,2023,11,November,15,13,Morning,Lack of driving attention,428613.8,4581520.7,2.145144047,41.380196244,2023-11-15 13:00:00
2023S000193    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Thursday,2023,1,January,12,9,Morning,Not respecting pedestrian crossing,428666.7,4581674.2,2.14575855,41.38158346,2023-01-12 09:00:00
2023S001975    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana,Thursday,2023,4,April,6,15,Afternoon,Gir indegut o sense precaució,431363.66,4581991.66,2.177973864,41.38467746,2023-04-06 15:00:00
2023S003344    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Dilluns,2023,6,June,5,5,Night,Canvi de carril sense precaució,428693.97,4581310.7,2.146127447,41.378311959,2023-06-05 05:00:00
2023S004458    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Saturday,2023,7,July,22,22,Night,Lack of driving attention,429407.84,4582040.16,2.154578693,41.384944945,2023-07-22 22:00:00
2023S006875    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Dilluns,2023,11,November,20,1,Night,Lack of driving attention,428800.22,4581712.72,2.147350697,41.38194223,2023-11-20 01:00:00
2023S003502    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Dilluns,2023,6,June,12,17,Afternoon,Gir indegut o sense precaució,428787.04,4581740.07,2.147189869,41.382187394,2023-06-12 17:00:00
2023S005188    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Thursday,2023,8,August,31,22,Night,No determinada,428787.04,4581740.07,2.147189869,41.382187394,2023-08-31 22:00:00
2023S006479    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,2023,11,November,2,9,Morning,Not respecting distances,429336.34,4581897.74,2.153740246,41.383655935,2023-11-02 09:00:00
2023S007039    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Diumenge,2023,11,November,26,23,Night,Avançament defectuós/improcedent,429275.87,4581307.9,2.153085979,41.378338124,2023-11-26 23:00:00
2023S007571    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Dimecres,2023,12,December,20,21,Afternoon,Lack of driving attention,428930.62,4581499.01,2.148935148,41.380028952,2023-12-20 21:00:00
2023S004068    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana,Dimecres,2023,7,July,5,12,Morning,Unknown,431223.53,4582103.74,2.176285322,41.385674958,2023-07-05 12:00:00
2023S006007    ,Eixample,la Nova Esquerra de l'Eixample,Rocafort,Dimarts,2023,10,October,10,17,Afternoon,Lack of driving attention,428630.5,4582077.53,2.145278126,41.385212899,2023-10-10 17:00:00
2023S000765    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Santa Maria,Dimarts,2023,2,February,7,9,Morning,Lack of driving attention,431702.55,4581843.07,2.182043405,41.383368008,2023-02-07 09:00:00
2023S002920    ,Eixample,la Nova Esquerra de l'Eixample,Diputació,Dimecres,2023,5,May,17,9,Morning,Not respecting distances,429112.78,4581304.55,2.151136183,41.378293593,2023-05-17 09:00:00
2023S000946    ,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas,Dimecres,2023,2,February,15,17,Afternoon,No determinada,428409.41,4582129.0,2.142628031,41.385656815,2023-02-15 17:00:00
2023S006530    ,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas,Friday,2023,11,November,3,19,Afternoon,Lack of driving attention,428409.41,4582129.0,2.142628031,41.385656815,2023-11-03 19:00:00
2023S002479    ,Eixample,la Nova Esquerra de l'Eixample,Nicaragua,Thursday,2023,4,April,27,17,Afternoon,Ignoring traffic light,428500.64,4581652.19,2.143775351,41.381370475,2023-04-27 17:00:00
2023S004675    ,Eixample,la Nova Esquerra de l'Eixample,Provença,Dimarts,2023,8,August,1,23,Night,Not respecting pedestrian crossing,428451.42,4581620.35,2.143190526,41.381079326,2023-08-01 23:00:00
2023S001315    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Dilluns,2023,3,March,6,16,Afternoon,No determinada,428876.92,4581648.35,2.148275464,41.381369259,2023-03-06 16:00:00
2023S000520    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Thursday,2023,1,January,26,17,Afternoon,Gir indegut o sense precaució,429030.0,4581874.03,2.150079593,41.383415407,2023-01-26 17:00:00
2023S004338    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Dimarts,2023,7,July,18,14,Afternoon,Gir indegut o sense precaució,429444.29,4581642.99,2.15506087,41.381370965,2023-07-18 14:00:00
2023S004516    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Dimecres,2023,7,July,26,0,Night,Canvi de carril sense precaució,429077.73,4581429.31,2.150702457,41.379414175,2023-07-26 00:00:00
