Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Day_Type,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model,Vehicle_Brand,Vehicle_Color,License_Description,License_Age,Coordenada_UTM_X,Coordenada_UTM_Y,Latitud,Longitud
2020S000062    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a les Planes,Saturday,Working Day,2020,1,January,4,20,Afternoon,Not the pedestrian’s fault,SUV,RANGE ROVER SPORT,LAND ROVER,Unknown,Unknown,Unknown,424354.87,4586397.59,41.423730593,2.09360627
2020S000062    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a les Planes,Saturday,Working Day,2020,1,January,4,20,Afternoon,Not the pedestrian’s fault,Car,308 5P STYLE S 1.6 BLU,PEUGEOT,Unknown,B,16,424354.87,4586397.59,41.423730593,2.09360627
2020S000063    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Saturday,Working Day,2020,1,January,4,16,Afternoon,Not the pedestrian’s fault,SUV,RANGE ROVER EVOQUE,LAND ROVER,White,B,10,431750.43,4582331.38,41.38777015,2.18256095
2020S000063    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Saturday,Working Day,2020,1,January,4,16,Afternoon,Not the pedestrian’s fault,Motorcycle,VFR1200F,HONDA,White,A,24,431750.43,4582331.38,41.38777015,2.18256095
2020S000064    ,Ciutat Vella,el Barri Gòtic,Litoral (Besòs),Saturday,Working Day,2020,1,January,4,17,Afternoon,Not the pedestrian’s fault,Motorcycle,PEOPLE 125,KYMCO,Black,A1,4,431765.17,4581550.86,41.380741466,2.18282518
2020S000064    ,Ciutat Vella,el Barri Gòtic,Litoral (Besòs),Saturday,Working Day,2020,1,January,4,17,Afternoon,Not the pedestrian’s fault,Car,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,4,431765.17,4581550.86,41.380741466,2.18282518
2020S000065    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Saturday,Working Day,2020,1,January,4,12,Morning,Not the pedestrian’s fault,Motorcycle,Unknown,Unknown,Unknown,Unknown,Unknown,431240.34,4586550.44,41.425726417,2.17598089
2020S000065    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Saturday,Working Day,2020,1,January,4,12,Morning,Not the pedestrian’s fault,Moped,SH 50,HONDA,Black,B,1,431240.34,4586550.44,41.425726417,2.17598089
2020S000066    ,Eixample,la Dreta de l'Eixample,Diagonal,Saturday,Working Day,2020,1,January,4,19,Afternoon,Not the pedestrian’s fault,Van,TOURNEO,FORD,White,B,26,429809.14,4583287.66,41.396215898,2.15923318
2020S000066    ,Eixample,la Dreta de l'Eixample,Diagonal,Saturday,Working Day,2020,1,January,4,19,Afternoon,Not the pedestrian’s fault,Motorcycle,LIBERTY,PIAGGIO,White,B,10,429809.14,4583287.66,41.396215898,2.15923318
2020S000067    ,Sant Martí,el Besòs i el Maresme,C-31,Saturday,Working Day,2020,1,January,4,21,Afternoon,Not the pedestrian’s fault,Car,IBIZA 1.4,SEAT,Unknown,B,7,434007.45,4585877.1,41.419894044,2.20916724
2020S000067    ,Sant Martí,el Besòs i el Maresme,C-31,Saturday,Working Day,2020,1,January,4,21,Afternoon,Not the pedestrian’s fault,Taxi,ALHAMBRA ECOMOTIVE,SEAT,Black/Yellow,B,41,434007.45,4585877.1,41.419894044,2.20916724
2020S000068    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Saturday,Working Day,2020,1,January,4,23,Night,Not the pedestrian’s fault,Motorcycle,UK 110,SUZUKI,Unknown,B,7,431742.93,4581619.47,41.381357531,2.1825515
2020S000068    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Saturday,Working Day,2020,1,January,4,23,Night,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,Unknown,Unknown,Unknown,Unknown,431742.93,4581619.47,41.381357531,2.1825515
2020S000069    ,Sant Martí,el Clot,Las Navas de Tolosa,Sunday,Working Day,2020,1,January,5,5,Night,Not the pedestrian’s fault,Car,206 3P XS 90,PEUGEOT,Gray,B,12,432456.26,4585044.53,41.412266359,2.1906995
2020S000069    ,Sant Martí,el Clot,Las Navas de Tolosa,Sunday,Working Day,2020,1,January,5,5,Night,Not the pedestrian’s fault,Car,TOYOTA C-HR,TOYOTA,Red,B,5,432456.26,4585044.53,41.412266359,2.1906995
2020S000070    ,Sant Martí,el Poblenou,Litoral (Llobregat),Sunday,Working Day,2020,1,January,5,6,Morning,Not the pedestrian’s fault,Car,N-C4 EHD115ETG6,CITROEN,Silver,B,8,433970.87,4583525.55,41.398711212,2.20898629
2020S000071    ,Horta-Guinardó,el Baix Guinardó,Sant Antoni Maria Claret,Sunday,Working Day,2020,1,January,5,9,Morning,Not the pedestrian’s fault,Motorcycle,XP500,YAMAHA,Blue,A,28,431057.95,4584924.54,41.411066849,2.17398374
2020S000071    ,Horta-Guinardó,el Baix Guinardó,Sant Antoni Maria Claret,Sunday,Working Day,2020,1,January,5,9,Morning,Not the pedestrian’s fault,Taxi,TOYOTA PRIUS,TOYOTA,Black/Yellow,B,34,431057.95,4584924.54,41.411066849,2.17398374
2020S000072    ,Horta-Guinardó,el Baix Guinardó,Lepant,Sunday,Working Day,2020,1,January,5,11,Morning,Not the pedestrian’s fault,Car,CLS 63 AMG,MERCEDES-AMG,Gray,B,9,430806.48,4584689.88,41.408931723,2.17100205
2020S000072    ,Horta-Guinardó,el Baix Guinardó,Lepant,Sunday,Working Day,2020,1,January,5,11,Morning,Not the pedestrian’s fault,Motorcycle,SH125AD,HONDA,Black,B,33,430806.48,4584689.88,41.408931723,2.17100205
2020S000073    ,Horta-Guinardó,la Font d'en Fargues,Ciències,Sunday,Working Day,2020,1,January,5,11,Morning,Not the pedestrian’s fault,Motorcycle,XP530-A  (TMAX SX),YAMAHA,Gray,A,42,429781.38,4586529.46,41.425411185,2.15852473
2020S000073    ,Horta-Guinardó,la Font d'en Fargues,Ciències,Sunday,Working Day,2020,1,January,5,11,Morning,Not the pedestrian’s fault,Car,SWIFT DDIS 5P GL/GLX,SUZUKI,Red,B,2,429781.38,4586529.46,41.425411185,2.15852473
2020S000074    ,Sant Andreu,la Trinitat Vella,Santa Coloma,Sunday,Working Day,2020,1,January,5,13,Morning,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Gray,B,39,433075.4,4588998.68,41.447932004,2.19766893
2020S000074    ,Sant Andreu,la Trinitat Vella,Santa Coloma,Sunday,Working Day,2020,1,January,5,13,Morning,Not the pedestrian’s fault,Car,I 30,HYUNDAI,Gray,B,40,433075.4,4588998.68,41.447932004,2.19766893
2020S000075    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Sunday,Working Day,2020,1,January,5,13,Morning,Not the pedestrian’s fault,Motorcycle,SYMPHONY 200 ST,S.Y.M,Unknown,A,22,430260.21,4582324.67,41.387581823,2.1647394
2020S000075    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Sunday,Working Day,2020,1,January,5,13,Morning,Not the pedestrian’s fault,Car,ACCORD TOURER,HONDA,Unknown,B,27,430260.21,4582324.67,41.387581823,2.1647394
2020S000076    ,Eixample,la Sagrada Família,Gaudí,Sunday,Working Day,2020,1,January,5,14,Afternoon,Not the pedestrian’s fault,Motorcycle,LIBERTY 125 SP,PIAGGIO,Gray,B,8,431062.98,4584751.97,41.409513,2.17406359
2020S000076    ,Eixample,la Sagrada Família,Gaudí,Sunday,Working Day,2020,1,January,5,14,Afternoon,Not the pedestrian’s fault,Car,LEON ST,SEAT,Gray,B,14,431062.98,4584751.97,41.409513,2.17406359
2020S000077    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Sunday,Working Day,2020,1,January,5,16,Afternoon,Not the pedestrian’s fault,Motorcycle,GSX-R750,SUZUKI,Unknown,A,10,431520.59,4581243.79,41.377954977,2.17993514
2020S000077    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Sunday,Working Day,2020,1,January,5,16,Afternoon,Not the pedestrian’s fault,Car,OCTAVIA,SKODA,Unknown,B,8,431520.59,4581243.79,41.377954977,2.17993514
2020S000078    ,Nou Barris,Canyelles,Favència,Sunday,Working Day,2020,1,January,5,18,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,--------,Blue,Unknown,Unknown,430250.41,4588256.61,41.441007841,2.1639379
2020S000078    ,Nou Barris,Canyelles,Favència,Sunday,Working Day,2020,1,January,5,18,Afternoon,Not the pedestrian’s fault,Car,EXEO ST,SEAT,Unknown,B,30,430250.41,4588256.61,41.441007841,2.1639379
2020S000079    ,Sants-Montjuïc,el Poble-sec,Litoral (Llobregat),Sunday,Working Day,2020,1,January,5,18,Afternoon,Not the pedestrian’s fault,Car,ARONA,SEAT,White,B,10,430583.49,4579502.49,41.362191229,2.16892902
2020S000079    ,Sants-Montjuïc,el Poble-sec,Litoral (Llobregat),Sunday,Working Day,2020,1,January,5,18,Afternoon,Not the pedestrian’s fault,Car,NUEVO C3 BLUEHDI 75 S&,CITROEN,Unknown,B,3,430583.49,4579502.49,41.362191229,2.16892902
2020S000080    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Sunday,Working Day,2020,1,January,5,20,Afternoon,Not the pedestrian’s fault,Car,TOYOTA YARIS HYBRID,TOYOTA,White,B,34,427482.53,4584346.28,41.405543895,2.13127777
2020S000080    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Sunday,Working Day,2020,1,January,5,20,Afternoon,Not the pedestrian’s fault,Motorcycle,YP250R,YAMAHA,Black,A2,21,427482.53,4584346.28,41.405543895,2.13127777
2020S000081    ,Sants-Montjuïc,Sants,Galileu,Sunday,Working Day,2020,1,January,5,1,Night,Not the pedestrian’s fault,Car,"I20, I20 ACTIVE",HYUNDAI,White,Unknown,Unknown,427646.23,4581616.08,41.380968823,2.13356241
2020S000081    ,Sants-Montjuïc,Sants,Galileu,Sunday,Working Day,2020,1,January,5,1,Night,Not the pedestrian’s fault,Moped,CS 50 Z,YAMAHA,Black,B,1,427646.23,4581616.08,41.380968823,2.13356241
2020S000081    ,Sants-Montjuïc,Sants,Galileu,Sunday,Working Day,2020,1,January,5,1,Night,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Black,B,8,427646.23,4581616.08,41.380968823,2.13356241
2020S000082    ,Sant Martí,el Poblenou,Poblenou,Sunday,Working Day,2020,1,January,5,20,Afternoon,Not the pedestrian’s fault,Car,535I XDRIVE A,BMW,Unknown,B,12,433435.6,4583667.06,41.399941598,2.20256802
2020S000082    ,Sant Martí,el Poblenou,Poblenou,Sunday,Working Day,2020,1,January,5,20,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,ORBEA,Black,Unknown,Unknown,433435.6,4583667.06,41.399941598,2.20256802
2020S000083    ,Nou Barris,la Trinitat Nova,S'Agaró,Sunday,Working Day,2020,1,January,5,15,Afternoon,Not the pedestrian’s fault,Car,ARONA,SEAT,White,B,11,432164.4,4588928.97,41.447227636,2.18677152
2020S000083    ,Nou Barris,la Trinitat Nova,S'Agaró,Sunday,Working Day,2020,1,January,5,15,Afternoon,Not the pedestrian’s fault,Car,X3 2.0D M,BMW,Gray,B,12,432164.4,4588928.97,41.447227636,2.18677152
2020S000084    ,Sant Martí,el Poblenou,Bilbao,Sunday,Working Day,2020,1,January,5,20,Afternoon,Not the pedestrian’s fault,Van,TRAFIC,RENAULT,White,B,24,433644.35,4583850.37,41.401609891,2.20504495
2020S000084    ,Sant Martí,el Poblenou,Bilbao,Sunday,Working Day,2020,1,January,5,20,Afternoon,Not the pedestrian’s fault,Car,NUEVO C4 CACTUS BLUEHD,CITROEN,Gray,B,14,433644.35,4583850.37,41.401609891,2.20504495
2020S000085    ,Eixample,el Fort Pienc,Sardenya,Monday,Working Day,2020,1,January,6,1,Night,Not the pedestrian’s fault,Car,POLO,VOLKSWAGEN,White,B,8,431678.21,4583358.81,41.397017787,2.18158126
2020S000085    ,Eixample,el Fort Pienc,Sardenya,Monday,Working Day,2020,1,January,6,1,Night,Not the pedestrian’s fault,Car,FOCUS,FORD,Gray,B,1,431678.21,4583358.81,41.397017787,2.18158126
2020S000085    ,Eixample,el Fort Pienc,Sardenya,Monday,Working Day,2020,1,January,6,1,Night,Not the pedestrian’s fault,Taxi,OCTAVIA,SKODA,Black/Yellow,B,8,431678.21,4583358.81,41.397017787,2.18158126
2020S000086    ,Eixample,la Dreta de l'Eixample,Diagonal,Monday,Working Day,2020,1,January,6,0,Night,Not the pedestrian’s fault,Van,KANGOO,RENAULT,White,B,22,430938.36,4583650.81,41.399584503,2.17269841
2020S000086    ,Eixample,la Dreta de l'Eixample,Diagonal,Monday,Working Day,2020,1,January,6,0,Night,Not the pedestrian’s fault,Car,"208 5P STYLE 1,2L PURE",PEUGEOT,Black,B,7,430938.36,4583650.81,41.399584503,2.17269841
2020S000087    ,Horta-Guinardó,Horta,Dalt (Besòs),Monday,Working Day,2020,1,January,6,12,Morning,Not the pedestrian’s fault,Pickup truck,FORD RANGER,FORD,White,B,22,429739.8,4588052.89,41.439128473,2.15784998
2020S000087    ,Horta-Guinardó,Horta,Dalt (Besòs),Monday,Working Day,2020,1,January,6,12,Morning,Not the pedestrian’s fault,Car,Unknown,MERCEDES,Gray,Unknown,Unknown,429739.8,4588052.89,41.439128473,2.15784998
2020S000088    ,Eixample,l'Antiga Esquerra de l'Eixample,Consell de Cent,Monday,Working Day,2020,1,January,6,13,Morning,Not the pedestrian’s fault,Bicycle,Unknown,ES DESCONEIX,Unknown,B,26,429647.55,4582045.96,41.385018194,2.1574447
2020S000088    ,Eixample,l'Antiga Esquerra de l'Eixample,Consell de Cent,Monday,Working Day,2020,1,January,6,13,Morning,Not the pedestrian’s fault,Van,TOURNEO CONNECT,FORD,Gray,B,39,429647.55,4582045.96,41.385018194,2.1574447
2020S000089    ,Eixample,la Dreta de l'Eixample,Sant Pere,Monday,Working Day,2020,1,January,6,21,Afternoon,Not the pedestrian’s fault,Motorcycle,CB 600F,HONDA,Black,B,14,431157.87,4582598.57,41.390126129,2.17544381
2020S000090    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Monday,Working Day,2020,1,January,6,14,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Others,Without permit,Unknown,428659.12,4583973.68,41.402293364,2.1453969
2020S000090    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Monday,Working Day,2020,1,January,6,14,Afternoon,Not the pedestrian’s fault,Car,XSARA 2.0,CITROEN,Gray,B,35,428659.12,4583973.68,41.402293364,2.1453969
2020S000091    ,Nou Barris,Vallbona,Oristà,Monday,Working Day,2020,1,January,6,18,Afternoon,Not the pedestrian’s fault,Van,311CDI,MERCEDES-BENZ,White,B,5,431960.58,4590710.22,41.463253426,2.18413083
2020S000091    ,Nou Barris,Vallbona,Oristà,Monday,Working Day,2020,1,January,6,18,Afternoon,Not the pedestrian’s fault,Motorcycle,WW125A,HONDA,Black,B,5,431960.58,4590710.22,41.463253426,2.18413083
2020S000092    ,Eixample,la Sagrada Família,Provença,Monday,Working Day,2020,1,January,6,18,Afternoon,Not the pedestrian’s fault,Car,TOYOTA AVENSIS,TOYOTA,Gray,B,46,431304.35,4584385.11,41.406229485,2.1769929
2020S000092    ,Eixample,la Sagrada Família,Provença,Monday,Working Day,2020,1,January,6,18,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Black,Unknown,Unknown,431304.35,4584385.11,41.406229485,2.1769929
2020S000093    ,Horta-Guinardó,Montbau,Sant Cugat,Monday,Working Day,2020,1,January,6,2,Night,Not the pedestrian’s fault,Car,GOLF 2.0,VOLKSWAGEN,Unknown,B,6,427486.63,4587256.02,41.43175101,2.13097779
2020S000093    ,Horta-Guinardó,Montbau,Sant Cugat,Monday,Working Day,2020,1,January,6,2,Night,Not the pedestrian’s fault,Car,CLIO,RENAULT,Orange,B,1,427486.63,4587256.02,41.43175101,2.13097779
2020S000094    ,Sarrià-Sant Gervasi,Sarrià,Dalt (Besòs),Monday,Working Day,2020,1,January,6,10,Morning,Not the pedestrian’s fault,Car,IBIZA 1.9,SEAT,Black,B,8,426324.82,4584220.75,41.40430798,2.1174438
2020S000094    ,Sarrià-Sant Gervasi,Sarrià,Dalt (Besòs),Monday,Working Day,2020,1,January,6,10,Morning,Not the pedestrian’s fault,Car,CARISMA,MITSUBISHI,Silver,Unknown,Unknown,426324.82,4584220.75,41.40430798,2.1174438
2020S000095    ,Eixample,la Sagrada Família,Mallorca,Tuesday,Working Day,2020,1,January,7,8,Morning,Not the pedestrian’s fault,Bus,CITYCLASS/CITTOUR,IRISBUS,White,D,9,431421.65,4584343.56,41.405865278,2.17840086
2020S000095    ,Eixample,la Sagrada Família,Mallorca,Tuesday,Working Day,2020,1,January,7,8,Morning,Not the pedestrian’s fault,Motorcycle,XP500,YAMAHA,Black,A2,10,431421.65,4584343.56,41.405865278,2.17840086
2020S000096    ,Eixample,l'Antiga Esquerra de l'Eixample,Diputació,Tuesday,Working Day,2020,1,January,7,8,Morning,Not the pedestrian’s fault,Motorcycle,R 850 R,BMW,Gray,A,37,430029.25,4582232.46,41.386731249,2.16198789
2020S000096    ,Eixample,l'Antiga Esquerra de l'Eixample,Diputació,Tuesday,Working Day,2020,1,January,7,8,Morning,Not the pedestrian’s fault,Car,GOLF,VOLKSWAGEN,Red,B,19,430029.25,4582232.46,41.386731249,2.16198789
2020S000097    ,Sants-Montjuïc,la Font de la Guatlla,Corts Catalanes,Tuesday,Working Day,2020,1,January,7,10,Morning,Not the pedestrian’s fault,Bicycle,Unknown,DECATHLON,Gray,Unknown,Unknown,428347.35,4580326.06,41.369412839,2.14209911
2020S000097    ,Sants-Montjuïc,la Font de la Guatlla,Corts Catalanes,Tuesday,Working Day,2020,1,January,7,10,Morning,Not the pedestrian’s fault,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,37,428347.35,4580326.06,41.369412839,2.14209911
2020S000098    ,Horta-Guinardó,el Baix Guinardó,Guinardó,Tuesday,Working Day,2020,1,January,7,9,Morning,Disobey traffic light signal,Motorcycle,SH 125,HONDA,Blue,B,1,430482.1,4585032.8,41.411992281,2.16708195
2020S000099    ,Sant Martí,Provençals del Poblenou,Sant Joan de Malta,Tuesday,Working Day,2020,1,January,7,10,Morning,Not the pedestrian’s fault,Car,NUEVO C3 AIRCROSS PURE,CITROEN,Gray,B,24,432827.6,4584645.48,41.408703368,2.19518657
2020S000100    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Tuesday,Working Day,2020,1,January,7,12,Morning,Not the pedestrian’s fault,Motorcycle,SH 300,HONDA,Gray,A,53,428975.02,4582146.62,41.385865676,2.14939013
2020S000100    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Tuesday,Working Day,2020,1,January,7,12,Morning,Not the pedestrian’s fault,Car,PASSAT 2.0,VOLKSWAGEN,Gray,B,10,428975.02,4582146.62,41.385865676,2.14939013
2020S000101    ,Sants-Montjuïc,la Marina del Prat Vermell,Major de Mercabarna,Tuesday,Working Day,2020,1,January,7,12,Morning,Not the pedestrian’s fault,Van,VITO FURGÓN 111 CDI,MERCEDES-BENZ,White,B,46,426097.79,4576076.61,41.330936114,2.11572102
2020S000101    ,Sants-Montjuïc,la Marina del Prat Vermell,Major de Mercabarna,Tuesday,Working Day,2020,1,January,7,12,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Unknown,Unknown,Unknown,426097.79,4576076.61,41.330936114,2.11572102
2020S000102    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Tuesday,Working Day,2020,1,January,7,13,Morning,Not the pedestrian’s fault,Car,LEON 1.9 TDI 5V,SEAT,Gray,B,32,434803.19,4584402.67,41.406679199,2.21884769
2020S000102    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Tuesday,Working Day,2020,1,January,7,13,Morning,Not the pedestrian’s fault,Motorcycle,YZF-R6,YAMAHA,Black,A,6,434803.19,4584402.67,41.406679199,2.21884769
2020S000103    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner,Tuesday,Working Day,2020,1,January,7,14,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,White,Unknown,Unknown,428215.29,4583840.13,41.401051005,2.1401036
2020S000103    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner,Tuesday,Working Day,2020,1,January,7,14,Afternoon,Not the pedestrian’s fault,Motorcycle,R 1250 GS,BMW,Gray,A,49,428215.29,4583840.13,41.401051005,2.1401036
2020S000103    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner,Tuesday,Working Day,2020,1,January,7,14,Afternoon,Not the pedestrian’s fault,Moped,PEOPLE S50,KYMCO,Black,Unknown,Unknown,428215.29,4583840.13,41.401051005,2.1401036
2020S000104    ,Sant Andreu,la Trinitat Vella,Bàrcino,Tuesday,Working Day,2020,1,January,7,14,Afternoon,Not the pedestrian’s fault,Motorcycle,VFR800,HONDA,Others,A,36,432716.43,4589080.04,41.448634759,2.19336276
2020S000104    ,Sant Andreu,la Trinitat Vella,Bàrcino,Tuesday,Working Day,2020,1,January,7,14,Afternoon,Not the pedestrian’s fault,Car,CAPTUR,RENAULT,Gray,B,23,432716.43,4589080.04,41.448634759,2.19336276
2020S000105    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Aribau,Tuesday,Working Day,2020,1,January,7,16,Afternoon,Not the pedestrian’s fault,Car,V60,VOLVO,Gray,B,34,428832.77,4583440.55,41.397507059,2.14753682
2020S000105    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Aribau,Tuesday,Working Day,2020,1,January,7,16,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Black,A,9,428832.77,4583440.55,41.397507059,2.14753682
2020S000106    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Muntaner,Tuesday,Working Day,2020,1,January,7,17,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Black,Unknown,1,427898.22,4584220.15,41.404445305,2.13626557
2020S000107    ,Eixample,la Dreta de l'Eixample,Aragó,Tuesday,Working Day,2020,1,January,7,17,Afternoon,Not the pedestrian’s fault,Moped,VESPA S50 2T,PIAGGIO,Black,B,2,430435.12,4582966.26,41.393375576,2.1667575
2020S000107    ,Eixample,la Dreta de l'Eixample,Aragó,Tuesday,Working Day,2020,1,January,7,17,Afternoon,Not the pedestrian’s fault,Car,PASSAT,VOLKSWAGEN,Black,B,39,430435.12,4582966.26,41.393375576,2.1667575
2020S000108    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Sant Gervasi,Tuesday,Working Day,2020,1,January,7,18,Afternoon,Not the pedestrian’s fault,Motorcycle,MONSTER 821,DUCATI,Yellow,A,6,427905.38,4584828.89,41.409928618,2.13627866
